SEN No.,Batch id,Batch No,Class Commencement Date,Dec,Jan,Feb,March,April,May,June,July,Aug,Sept,Oct,Nov,Total hrs spent
GL0920221199,GL-B49,49,17/08/2022,35,38,27,36,14,31,23,13,17,22,37,29,322
GL0920221203,GL-B49,49,17/08/2022,36,11,23,33,26,26,18,10,27,32,39,40,321
GL0920221207,GL-B49,49,17/08/2022,10,18,21,23,25,29,25,39,37,15,11,31,284
GL0920221200,GL-B49,49,17/08/2022,26,31,11,31,36,34,23,34,34,30,33,38,361
GL0920221211,GL-B49,49,17/08/2022,12,27,33,33,32,31,23,31,14,37,23,26,322
NA,GL-B49,49,17/08/2022,15,17,11,28,29,40,11,21,17,21,29,30,269
GL0920221139,GL-B50,50,22/11/2022,14,21,17,17,23,18,35,25,39,31,32,23,295
GL0820221114,GL-B50,50,22/11/2022,30,14,28,21,12,15,18,17,10,35,32,32,264
GL0820221111,GL-B50,50,22/11/2022,37,26,17,30,23,34,12,25,30,16,16,28,294
GL0920221124,GL-B50,50,22/11/2022,20,22,38,31,16,27,27,20,24,23,22,39,309
GL0820221117,GL-B50,50,22/11/2022,21,23,21,27,23,26,29,22,34,14,17,15,272
GL0920221132,GL-B50,50,22/11/2022,19,35,19,12,30,18,38,12,22,39,30,33,307
GL0920221135,GL-B50,50,22/11/2022,13,16,15,31,20,20,32,30,10,28,17,13,245
GL0920221134,GL-B50,50,22/11/2022,13,32,20,12,36,32,23,36,38,10,30,28,310
GL0920221153,GL-B50,50,22/11/2022,11,24,13,16,33,40,15,34,33,21,26,19,285
GL0920221156,GL-B50,50,22/11/2022,36,22,34,19,32,20,15,12,25,13,27,28,283
GL0920221157,GL-B50,50,22/11/2022,36,30,34,17,39,10,32,37,10,22,12,10,289
GL0920221158,GL-B50,50,22/11/2022,36,16,39,29,17,28,34,25,28,10,26,11,299
GL0920221164,GL-B50,50,22/11/2022,31,16,39,22,27,22,24,25,24,37,27,36,330
GL0920221171,GL-B50,50,22/11/2022,10,31,20,23,27,37,39,40,20,17,17,26,307
GL0920221172,GL-B50,50,22/11/2022,28,10,26,16,27,37,23,22,28,19,36,12,284
GL0920221168,GL-B50,50,22/11/2022,14,39,22,33,19,14,31,39,23,14,11,33,292
GL0920221176,GL-B50,50,22/11/2022,13,22,26,20,17,19,37,28,24,13,39,29,287
GL0920221178,GL-B50,50,22/11/2022,29,27,31,39,36,19,33,39,34,40,11,29,367
GL0920221179,GL-B50,50,22/11/2022,22,11,19,39,16,22,29,36,25,15,12,15,261
GL0920221180,GL-B50,50,22/11/2022,28,11,12,17,17,12,21,23,11,22,35,15,224
GL0920221184,GL-B50,50,22/11/2022,32,10,37,25,17,23,33,25,32,28,26,36,324
GL0920221185,GL-B50,50,22/11/2022,33,32,28,40,24,11,19,36,33,18,37,18,329
GL0920221186,GL-B50,50,22/11/2022,16,11,15,34,32,17,34,11,17,33,39,15,274
GL0920221191,GL-B50,50,22/11/2022,37,23,29,38,39,24,17,35,11,12,17,33,315
GL0920221193,GL-B50,50,22/11/2022,19,15,26,31,22,20,34,11,29,15,34,14,270
GL0920221194,GL-B50,50,22/11/2022,15,38,19,16,23,35,23,27,20,12,31,22,281
GL0920221198,GL-B50,50,22/11/2022,18,31,29,34,21,20,15,23,24,12,17,19,263
GL0920221201,GL-B50,50,22/11/2022,24,32,10,10,40,22,22,25,13,24,39,34,295
GL0920221210,GL-B50,50,22/11/2022,12,19,23,28,27,18,39,20,29,30,24,17,286
GL0920221206,GL-B50,50,22/11/2022,13,12,21,38,16,30,17,35,16,18,26,35,277
GL0920221215,GL-B50,50,22/11/2022,30,24,26,22,38,26,25,38,32,25,14,16,316
GL0920221189,GL-B51,51,03/06/2022,24,32,18,34,30,29,22,30,14,20,27,25,305
GL052022597,GL-B51,51,03/06/2022,15,17,13,28,21,21,15,14,26,30,17,28,245
GL0920221142,GL-B51,51,03/06/2022,10,35,12,12,31,29,31,35,25,21,17,27,285
GL0920221216,GL-B51,51,03/06/2022,40,28,38,26,33,26,13,28,27,27,32,33,351
GL0920221217,GL-B51,51,03/06/2022,26,12,22,33,21,15,34,35,38,40,37,26,339
GL0920221218,GL-B51,51,03/06/2022,30,29,33,12,40,26,30,14,24,14,23,20,295
GL0920221219,GL-B51,51,03/06/2022,30,29,17,19,10,39,14,21,25,36,25,30,295
GL0920221221,GL-B51,51,03/06/2022,32,18,24,26,37,13,29,34,17,27,11,34,302
GL0920221225,GL-B51,51,03/06/2022,40,33,28,23,32,26,34,16,38,19,19,16,324
GL0920221227,GL-B51,51,03/06/2022,18,23,39,18,17,40,26,13,25,35,17,12,283
GL0920221228,GL-B51,51,03/06/2022,17,34,32,14,14,39,37,40,14,38,35,21,335
GL0920221231,GL-B51,51,03/06/2022,19,11,26,10,33,31,26,14,27,37,39,39,312
GL0920221234,GL-B51,51,03/06/2022,40,13,20,17,14,17,18,24,22,26,34,30,275
GL0920221236,GL-B51,51,03/06/2022,25,18,13,40,32,15,15,27,34,39,20,40,318
GL0920221243,GL-B51,51,03/06/2022,40,36,35,32,24,14,35,35,29,19,14,14,327
GL0920221245,GL-B51,51,03/06/2022,11,19,35,21,16,13,38,30,24,35,20,10,272
GL0920221247,GL-B51,51,03/06/2022,13,23,22,33,35,12,25,31,21,18,24,18,275
GL0920221250,GL-B51,51,03/06/2022,12,37,31,40,26,37,26,23,18,16,36,19,321
GL0920221252,GL-B51,51,03/06/2022,10,13,22,21,16,37,15,35,29,23,11,20,252
GL0920221253,GL-B51,51,03/06/2022,13,11,37,33,29,17,39,18,36,20,18,37,308
GL0920221257,GL-B51,51,03/06/2022,33,26,14,39,39,18,36,30,34,30,26,32,357
GL0920221259,GL-B51,51,03/06/2022,11,10,25,18,37,17,14,21,24,20,37,18,252
GL0920221261,GL-B51,51,03/06/2022,28,10,20,25,33,22,21,31,20,12,30,17,269
GL0920221266,GL-B51,51,03/06/2022,16,22,16,21,38,24,33,35,35,33,32,14,319
GL0920221270,GL-B51,51,03/06/2022,38,14,38,37,14,38,37,37,17,10,37,38,355
GL0920221271,GL-B51,51,03/06/2022,27,17,36,10,37,16,33,14,24,22,27,34,297
GL0920221274,GL-B51,51,03/06/2022,19,30,39,25,24,10,11,14,31,26,32,36,297
GL0920221278,GL-B51,51,03/06/2022,29,21,24,20,37,14,20,28,10,21,38,19,281
GL0920221279,GL-B51,51,03/06/2022,28,31,20,37,17,40,21,12,13,29,38,10,296
GL0920221284,GL-B51,51,03/06/2022,33,34,13,14,38,33,28,35,23,19,29,39,338
NA,GL-B51,51,03/06/2022,10,30,30,22,13,36,38,18,40,14,13,34,298
GL0920221291,GL-B51,51,03/06/2022,20,11,31,36,27,37,22,20,11,25,36,24,300
GL0920221297,GL-B51,51,03/06/2022,35,27,25,40,13,40,27,39,21,23,23,29,342
GL0920221296,GL-B51,51,03/06/2022,38,22,23,22,33,38,39,39,15,13,24,16,322
GL052022585,GL-B51,51,03/06/2022,15,22,29,32,23,38,15,11,25,19,27,11,267
GL1020221307,GL-B51,51,03/06/2022,22,38,35,24,26,27,33,11,25,11,37,33,322
GL1020221310,GL-B51,51,03/06/2022,14,39,40,25,34,40,13,21,22,35,16,29,328
GL1020221311,GL-B51,51,03/06/2022,19,19,40,36,16,19,30,31,23,15,25,22,295
GL1020221312,GL-B51,51,03/06/2022,39,17,25,25,38,11,22,30,18,24,21,33,303
GL0920221172,GL-B51,51,03/06/2022,26,23,14,11,35,21,33,30,32,38,38,15,316
GL082022969,GL-B51,51,03/06/2022,30,29,23,34,17,14,33,23,11,35,12,23,284
GL0920221290,GL-B52,52,12/04/2022,19,18,18,32,10,22,14,28,26,29,38,28,282
GL052022585,GL-B52,52,12/04/2022,24,35,31,31,40,23,22,13,11,33,33,38,334
GL0920221167,GL-B52,52,12/04/2022,35,28,14,35,17,29,14,24,16,10,24,28,274
GL0920221212,GL-B52,52,12/04/2022,13,29,29,31,11,38,38,20,35,12,10,30,296
GL0920221205,GL-B52,52,12/04/2022,21,35,28,21,40,35,17,25,37,32,36,27,354
GL0920221220,GL-B52,52,12/04/2022,21,38,18,25,13,21,33,31,12,37,36,33,318
GL0920221222,GL-B52,52,12/04/2022,13,38,23,12,35,21,32,29,13,25,24,37,302
GL0920221224,GL-B52,52,12/04/2022,40,36,36,10,12,37,14,34,25,27,12,18,301
GL0920221226,GL-B52,52,12/04/2022,40,22,21,14,15,18,39,31,35,11,18,27,291
GL0920221229,GL-B52,52,12/04/2022,38,10,31,16,12,24,33,28,28,22,31,25,298
GL0920221232,GL-B52,52,12/04/2022,15,26,21,15,17,26,19,21,24,23,37,31,275
GL0920221233,GL-B52,52,12/04/2022,27,20,27,29,29,34,31,17,40,39,33,15,341
GL0920221235,GL-B52,52,12/04/2022,31,33,32,19,20,21,20,28,22,25,31,30,312
GL0920221230,GL-B52,52,12/04/2022,26,37,25,37,15,38,11,14,10,19,38,35,305
GL0920221239,GL-B52,52,12/04/2022,32,22,19,34,17,26,39,12,33,12,30,28,304
GL0920221240,GL-B52,52,12/04/2022,37,11,22,22,15,23,34,15,26,12,36,18,271
GL0920221241,GL-B52,52,12/04/2022,25,28,20,27,16,23,17,14,35,39,13,22,279
GL0920221242,GL-B52,52,12/04/2022,24,34,31,10,22,30,22,34,29,22,12,36,306
GL0920221244,GL-B52,52,12/04/2022,12,26,25,26,19,22,34,20,33,23,33,22,295
GL0920221251,GL-B52,52,12/04/2022,31,37,26,15,31,11,16,38,17,25,11,21,279
GL0920221254,GL-B52,52,12/04/2022,12,31,11,37,26,14,21,23,32,13,34,32,286
GL0920221255,GL-B52,52,12/04/2022,21,22,18,15,39,12,26,31,27,40,37,18,306
GL0920221300,GL-B52,52,12/04/2022,19,26,40,30,13,30,13,34,10,15,13,30,273
GL0920221147,GL-B53,53,07/05/2022,18,12,12,10,34,16,33,31,31,33,10,33,273
GL0920221161,GL-B53,53,07/05/2022,20,36,30,38,36,14,11,31,20,12,14,36,298
GL1020221305,GL-B53,53,07/05/2022,30,34,24,37,28,31,28,39,20,40,15,27,353
GL0920221282,GL-B53,53,07/05/2022,35,28,15,12,26,29,40,31,19,35,10,40,320
GL0920221295,GL-B53,53,07/05/2022,31,38,36,31,18,36,35,23,22,21,17,37,345
GL0920221289,GL-B53,53,07/05/2022,12,13,40,16,31,36,27,28,13,12,25,24,277
GL0120211998,GL-B53,53,07/05/2022,20,38,35,24,38,33,32,39,40,24,25,18,366
GL0920221265,GL-B53,53,07/05/2022,40,11,31,12,38,30,24,39,33,38,39,40,375
GL0920221273,GL-B53,53,07/05/2022,35,21,14,32,26,24,33,21,10,27,39,25,307
GL0920221264,GL-B53,53,07/05/2022,34,10,38,37,32,35,29,40,40,22,26,28,371
GL0920221285,GL-B53,53,07/05/2022,12,34,15,15,11,14,37,24,20,23,33,15,253
GL0920221249,GL-B53,53,07/05/2022,37,36,37,15,22,37,18,18,22,19,13,16,290
GL0920221144,GL-B53,53,07/05/2022,34,40,14,38,27,27,14,26,20,12,15,40,307
GL0920221299,GL-B53,53,07/05/2022,33,32,11,36,28,39,31,11,18,34,10,30,313
GL1020221301,GL-B53,53,07/05/2022,12,40,40,40,27,16,30,17,29,16,24,34,325
GL1020221304,GL-B53,53,07/05/2022,11,25,15,24,23,33,22,26,20,20,28,17,264
GL0920221248,GL-B53,53,07/05/2022,24,40,31,30,10,37,22,18,30,28,23,12,305
GL0920221281,GL-B53,53,07/05/2022,26,13,17,27,11,37,16,15,25,30,26,26,269
GL0920221272,GL-B53,53,07/05/2022,29,24,19,37,37,14,17,25,35,19,19,16,291
GL0920221283,GL-B53,53,07/05/2022,16,35,30,12,31,19,16,22,40,24,20,17,282
GL0920221292,GL-B53,53,07/05/2022,34,19,35,26,36,32,29,34,23,34,25,14,341
GL0920221294,GL-B53,53,07/05/2022,20,36,34,39,34,31,39,39,37,39,33,25,406
GL0920221275,GL-B53,53,07/05/2022,18,25,35,24,39,21,19,12,29,29,28,38,317
GL0920221298,GL-B53,53,07/05/2022,31,19,37,18,16,27,10,18,11,16,36,39,278
GL0920221280,GL-B53,53,07/05/2022,37,24,28,26,23,19,28,40,30,38,25,19,337
GL0920221293,GL-B53,53,07/05/2022,24,29,32,35,17,25,11,33,35,12,17,25,295
GL0920221267,GL-B53,53,07/05/2022,27,14,11,26,12,34,14,17,20,14,12,30,231
GL1020221303,GL-B53,53,07/05/2022,14,40,32,16,38,14,13,30,14,26,28,35,300
GL0920221286,GL-B53,53,07/05/2022,40,15,29,22,20,14,39,27,40,18,31,39,334
GL0920221262,GL-B53,53,07/05/2022,34,32,29,35,30,28,30,35,18,25,21,34,351
GL0920221263,GL-B53,53,07/05/2022,32,29,40,33,30,17,28,24,36,33,21,30,353
GL052022648,GL-B54,54,08/10/2022,20,11,34,13,36,11,15,38,18,28,29,24,277
GL052022633,GL-B54,54,08/10/2022,38,24,27,18,28,21,12,34,35,18,14,27,296
GL1020221317,GL-B54,54,08/10/2022,17,12,15,21,30,26,23,20,22,24,35,36,281
GL1020221321,GL-B54,54,08/10/2022,36,26,10,20,13,32,34,12,14,32,40,22,291
GL1020221322,GL-B54,54,08/10/2022,18,17,32,31,40,15,23,28,30,28,25,30,317
GL1020221326,GL-B54,54,08/10/2022,31,18,15,17,14,21,26,14,39,27,34,34,290
GL1020221328,GL-B54,54,08/10/2022,30,16,32,39,16,35,18,32,11,24,30,22,305
GL1020221330,GL-B54,54,08/10/2022,30,10,11,15,33,30,30,38,26,37,17,14,291
GL1020221332,GL-B54,54,08/10/2022,26,27,26,25,16,34,18,10,13,33,23,29,280
GL1020221331,GL-B54,54,08/10/2022,26,12,11,30,15,10,22,28,16,25,33,36,264
GL1020221338,GL-B54,54,08/10/2022,34,13,18,30,33,30,11,11,29,32,37,33,311
GL1020221340,GL-B54,54,08/10/2022,20,22,22,35,23,23,36,22,31,15,21,38,308
GL1020221339,GL-B54,54,08/10/2022,38,29,17,13,14,16,20,24,33,33,37,40,314
GL1020221345,GL-B54,54,08/10/2022,22,32,11,31,21,23,26,24,28,37,28,16,299
GL1020221347,GL-B54,54,08/10/2022,13,27,38,13,31,22,24,15,22,14,36,15,270
GL1020221350,GL-B54,54,08/10/2022,19,39,24,25,33,10,27,35,17,28,40,28,325
GL1020221351,GL-B54,54,08/10/2022,24,31,18,35,40,16,38,12,18,16,39,29,316
GL1020221354,GL-B54,54,08/10/2022,28,37,39,23,37,23,12,25,36,27,35,26,348
GL1020221363,GL-B54,54,08/10/2022,25,29,13,32,40,38,36,10,22,39,14,28,326
GL1020221366,GL-B54,54,08/10/2022,30,33,22,25,39,19,27,39,27,22,22,14,319
GL1020221367,GL-B54,54,08/10/2022,35,17,34,35,23,40,40,31,16,36,31,10,348
GL1020221368,GL-B54,54,08/10/2022,18,23,25,26,33,15,28,16,20,26,25,13,268
GL1020221376,GL-B54,54,08/10/2022,36,38,40,20,12,17,37,19,36,33,15,23,326
GL1020221334,GL-B54,54,08/10/2022,35,37,15,31,10,40,32,32,13,10,12,28,295
GL1020221379,GL-B54,54,08/10/2022,13,13,17,14,26,16,37,27,26,33,18,17,257
GL1020221384,GL-B54,54,08/10/2022,13,18,10,11,24,10,14,15,26,26,14,37,218
GL1020221386,GL-B54,54,08/10/2022,32,33,18,20,10,34,31,11,38,21,36,18,302
GL1020221387,GL-B54,54,08/10/2022,21,20,35,40,34,20,31,31,27,25,37,26,347
GL1020221392,GL-B54,54,08/10/2022,14,23,14,32,17,37,12,34,33,18,30,18,282
GL0920221143,GL-B54,54,08/10/2022,23,15,14,33,39,20,12,37,16,16,36,30,291
GL1020221400,GL-B54,54,08/10/2022,27,39,38,14,20,21,18,13,35,30,10,19,284
GL1020221404,GL-B54,54,08/10/2022,14,22,38,40,36,36,37,22,27,39,40,34,385
GL1020221405,GL-B54,54,08/10/2022,14,22,15,26,13,38,39,21,37,28,13,31,297
GL1020221396,GL-B54,54,08/10/2022,19,40,32,21,21,25,23,24,22,35,10,32,304
GL062022776,GL-B54,54,08/10/2022,34,38,10,14,22,29,30,12,28,18,33,10,278
GL1020221309,GL-B54,54,08/10/2022,12,29,29,33,30,29,11,19,35,12,32,25,296
GL0920221277,GL-B55,55,01/09/2022,35,37,34,14,10,40,21,15,19,26,33,39,323
GL0920221231,GL-B55,55,01/09/2022,18,39,25,35,31,34,38,16,35,13,36,34,354
GL1020221342,GL-B55,55,01/09/2022,21,39,31,24,14,38,21,23,26,36,21,18,312
GL0920221258,GL-B55,55,01/09/2022,36,35,16,13,21,13,32,33,13,22,40,34,308
NA,GL-B55,55,01/09/2022,37,31,29,14,27,35,38,10,32,11,30,28,322
GL1020221364,GL-B55,55,01/09/2022,35,28,24,27,21,40,29,28,36,27,20,14,329
GL1020221371,GL-B55,55,01/09/2022,28,25,39,29,29,31,40,17,20,11,19,19,307
GL1020221377,GL-B55,55,01/09/2022,10,22,20,33,24,30,13,39,16,30,16,32,285
GL1020221335,GL-B55,55,01/09/2022,19,25,22,38,17,23,39,39,13,29,27,17,308
GL1020221391,GL-B55,55,01/09/2022,30,40,26,21,19,23,15,37,24,27,26,40,328
GL1020221393,GL-B55,55,01/09/2022,17,24,36,28,22,28,30,22,10,29,16,30,292
GL1020221402,GL-B55,55,01/09/2022,14,38,16,40,24,14,31,13,33,12,12,19,266
GL0820221116,GL-B55,55,01/09/2022,30,15,22,17,38,37,15,21,19,14,27,16,271
GL0820221115,GL-B55,55,01/09/2022,17,25,26,10,38,30,37,26,24,20,31,17,301
GL1020221324,GL-B56,56,15/04/2022,35,34,16,11,37,19,19,14,39,34,29,17,304
GL1020221443,GL-B56,56,15/04/2022,27,18,18,31,28,19,19,15,19,40,34,19,287
GL1020221313,GL-B56,56,15/04/2022,35,20,22,18,39,40,22,40,40,15,13,26,330
GL1020221314,GL-B56,56,15/04/2022,15,27,31,40,12,15,24,30,16,27,11,37,285
GL1020221306,GL-B56,56,15/04/2022,36,15,27,26,11,31,33,12,39,15,12,14,271
GL1020221316,GL-B56,56,15/04/2022,25,27,33,28,21,26,20,37,28,33,25,14,317
GL1020221320,GL-B56,56,15/04/2022,30,14,19,27,40,25,10,39,16,21,39,16,296
GL1020221319,GL-B56,56,15/04/2022,37,32,11,26,12,34,12,19,33,32,23,11,282
GL1020221323,GL-B56,56,15/04/2022,23,38,11,16,14,13,33,29,11,36,10,16,250
GL0920221196,GL-B56,56,15/04/2022,23,20,38,12,18,16,24,40,22,13,19,19,264
GL1020221325,GL-B56,56,15/04/2022,37,31,35,30,20,25,10,40,12,37,18,38,333
GL1020221327,GL-B56,56,15/04/2022,12,19,15,31,24,29,12,27,22,33,22,31,277
GL1020221329,GL-B56,56,15/04/2022,19,26,38,18,18,13,34,16,37,19,19,37,294
GL1020221336,GL-B56,56,15/04/2022,16,32,27,35,32,20,38,22,16,22,10,14,284
GL1020221337,GL-B56,56,15/04/2022,33,15,18,10,33,24,22,28,29,16,26,24,278
GL1020221341,GL-B56,56,15/04/2022,19,16,34,29,13,37,21,15,16,10,16,17,243
GL1020221343,GL-B56,56,15/04/2022,35,26,38,38,38,39,35,19,33,26,38,13,378
GL1020221346,GL-B56,56,15/04/2022,26,22,14,30,38,18,31,23,33,34,12,11,292
GL1020221348,GL-B56,56,15/04/2022,28,28,25,24,39,20,14,18,15,29,13,14,267
-,GL-B56,56,15/04/2022,38,23,38,37,36,40,36,32,16,19,11,26,352
GL1020221352,GL-B56,56,15/04/2022,27,21,36,23,30,28,25,23,38,26,13,18,308
GL1020221356,GL-B56,56,15/04/2022,15,27,40,29,13,15,24,22,22,25,10,33,275
GL1020221358,GL-B56,56,15/04/2022,38,37,15,32,39,10,27,30,34,37,10,11,320
GL1020221359,GL-B56,56,15/04/2022,15,24,27,21,20,14,37,29,16,10,40,36,289
GL1020221362,GL-B56,56,15/04/2022,37,27,13,39,13,25,39,38,23,28,27,18,327
GL1020221361,GL-B56,56,15/04/2022,25,10,15,23,29,38,35,16,40,14,37,11,293
GL0920221192,GL-B56,56,15/04/2022,32,28,28,15,22,10,10,17,31,12,34,26,265
GL1020221369,GL-B56,56,15/04/2022,11,22,32,28,15,14,13,39,19,10,38,19,260
GL1020221370,GL-B56,56,15/04/2022,38,20,26,14,34,31,15,38,32,11,35,38,332
GL1020221374,GL-B56,56,15/04/2022,35,19,40,28,21,22,32,36,23,38,36,39,369
GL1020221375,GL-B56,56,15/04/2022,38,12,12,26,38,40,40,38,38,35,32,31,380
GL1020221353,GL-B56,56,15/04/2022,30,21,16,39,12,16,19,11,20,29,18,28,259
GL1020221378,GL-B56,56,15/04/2022,39,34,36,16,16,17,25,32,37,17,40,39,348
GL1020221380,GL-B56,56,15/04/2022,38,12,36,29,36,18,34,34,26,16,16,16,311
GL1020221382,GL-B56,56,15/04/2022,13,31,29,21,31,15,24,18,22,12,37,26,279
GL032022412,GL-B56,56,15/04/2022,27,11,32,32,19,21,11,30,40,12,34,27,296
GL1020221381,GL-B56,56,15/04/2022,16,23,17,11,27,30,10,19,18,39,33,32,275
GL1020221383,GL-B56,56,15/04/2022,24,18,15,34,33,15,26,24,15,34,39,15,292
GL1020221385,GL-B56,56,15/04/2022,18,34,29,14,16,40,37,26,21,16,34,40,325
GL1020221388,GL-B56,56,15/04/2022,30,28,12,24,31,11,38,11,18,13,17,21,254
GL1020221389,GL-B56,56,15/04/2022,33,21,22,16,39,36,25,17,17,24,24,26,300
GL1020221390,GL-B56,56,15/04/2022,10,33,15,31,12,27,27,12,29,38,11,37,282
GL1020221394,GL-B56,56,15/04/2022,36,36,17,11,40,31,12,20,40,35,14,18,310
GL1020221395,GL-B56,56,15/04/2022,22,33,32,35,24,36,37,27,35,36,16,17,350
GL1020221397,GL-B56,56,15/04/2022,12,36,12,19,16,25,17,10,22,34,22,32,257
GL1020221398,GL-B56,56,15/04/2022,15,31,18,11,28,36,36,29,30,21,30,16,301
GL1020221406,GL-B56,56,15/04/2022,31,26,14,18,37,11,36,35,16,20,14,11,269
GL1020221407,GL-B56,56,15/04/2022,25,29,27,14,32,22,35,40,11,20,26,24,305
GL062022780,GL-B56,56,15/04/2022,29,34,18,14,19,30,19,19,24,11,31,27,275
GL1020221393,GL-B57,57,21/03/2022,37,34,38,19,27,39,35,20,16,22,29,31,347
GL072022787,GL-B57,57,21/03/2022,36,22,36,23,32,23,20,32,22,14,26,36,322
GL1020221454,GL-B57,57,21/03/2022,11,23,23,18,38,40,25,24,32,37,12,20,303
GL1020221426,GL-B57,57,21/03/2022,24,10,24,34,18,15,12,14,39,17,14,11,232
GL072022846,GL-B57,57,21/03/2022,34,16,13,18,18,29,13,20,12,31,27,23,254
GL1020221469,GL-B57,57,21/03/2022,27,15,27,34,22,40,25,34,13,31,38,40,346
GL1020221411,GL-B57,57,21/03/2022,29,17,23,40,40,22,32,25,32,40,40,17,357
GL1020221440,GL-B57,57,21/03/2022,40,25,27,20,17,22,33,21,14,32,31,23,305
GL1020221467,GL-B57,57,21/03/2022,14,36,32,20,30,10,27,33,25,18,36,29,310
GL1020221441,GL-B57,57,21/03/2022,19,21,32,14,24,32,27,35,11,32,36,25,308
GL1020221436,GL-B57,57,21/03/2022,10,14,34,18,13,21,27,24,26,38,39,29,293
GL1020221466,GL-B57,57,21/03/2022,39,33,36,27,24,35,31,23,14,37,38,18,355
GL1020221438,GL-B57,57,21/03/2022,30,36,26,15,29,35,10,20,13,27,32,11,284
GL062022673,GL-B57,57,21/03/2022,39,21,37,36,38,26,27,36,23,24,36,23,366
GL1020221464,GL-B57,57,21/03/2022,24,12,15,32,33,35,14,36,19,31,32,27,310
GL1020221463,GL-B57,57,21/03/2022,29,37,33,31,18,33,27,22,40,15,17,29,331
GL1020221433,GL-B57,57,21/03/2022,28,17,21,13,35,39,16,39,20,16,25,18,287
GL1020221472,GL-B57,57,21/03/2022,13,35,34,38,29,28,12,18,28,15,40,32,322
GL1020221410,GL-B57,57,21/03/2022,40,26,33,20,16,28,30,21,39,38,38,23,352
GL1020221496,GL-B57,57,21/03/2022,28,11,19,23,16,21,29,13,13,26,26,32,257
GL062022774,GL-B57,57,21/03/2022,30,35,30,12,17,22,25,24,33,19,16,26,289
GL1020221399,GL-B57,57,21/03/2022,11,36,25,34,40,12,19,11,19,12,39,25,283
GL112021214,GL-B57,57,21/03/2022,33,20,15,19,30,19,26,37,35,33,23,24,314
GL1020221351,GL-B57,57,21/03/2022,38,22,27,27,19,37,22,29,21,37,10,26,315
GL1020221430,GL-B58,58,10/04/2022,24,12,28,38,35,17,10,40,10,13,37,19,283
GL1020221360,GL-B58,58,10/04/2022,34,26,18,35,17,10,14,18,33,37,25,19,286
GL1020221424,GL-B58,58,10/04/2022,28,30,19,13,29,29,39,15,31,23,16,33,305
GL1020221509,GL-B58,58,10/04/2022,39,36,14,34,12,28,30,12,27,39,36,31,338
GL1020221419,GL-B58,58,10/04/2022,29,15,25,39,30,28,38,35,14,31,23,34,341
GL1020221468,GL-B58,58,10/04/2022,37,40,24,18,13,13,26,32,29,27,13,28,300
GL1020221432,GL-B58,58,10/04/2022,28,32,24,12,14,36,37,15,32,18,11,26,285
GL1020221483,GL-B58,58,10/04/2022,11,21,33,26,34,35,22,30,34,23,21,36,326
GL1120221525,GL-B58,58,10/04/2022,34,24,20,28,28,37,39,40,26,27,19,21,343
GL1020221458,GL-B58,58,10/04/2022,13,14,36,27,31,31,30,17,17,38,39,34,327
GL1020221495,GL-B58,58,10/04/2022,37,36,36,34,40,30,34,39,18,19,15,11,349
GL1020221448,GL-B58,58,10/04/2022,24,33,28,27,35,37,20,30,17,27,36,15,329
GL1020221427,GL-B58,58,10/04/2022,19,15,16,18,31,38,21,40,32,38,20,33,321
GL1020221431,GL-B58,58,10/04/2022,30,11,13,14,24,13,39,13,27,21,30,13,248
GL1020221489,GL-B58,58,10/04/2022,31,16,18,18,38,34,27,23,14,24,30,31,304
GL1020221444,GL-B58,58,10/04/2022,12,13,20,28,22,14,22,14,39,40,31,37,292
GL1020221423,GL-B58,58,10/04/2022,39,36,15,33,18,38,40,22,24,32,15,15,327
GL1020221429,GL-B58,58,10/04/2022,13,37,30,10,35,25,22,37,25,17,10,32,293
GL1020221344,GL-B58,58,10/04/2022,33,26,28,11,34,36,37,34,11,20,24,16,310
GL1020221460,GL-B58,58,10/04/2022,23,17,18,34,14,27,39,14,31,35,17,11,280
GL1020221437,GL-B58,58,10/04/2022,10,18,19,33,31,21,16,15,30,22,10,17,242
GL1020221428,GL-B58,58,10/04/2022,26,36,16,18,35,27,40,36,37,38,12,36,357
GL1020221414,GL-B58,58,10/04/2022,38,38,39,38,24,32,38,19,33,14,37,23,373
GL1020221453,GL-B58,58,10/04/2022,10,10,30,15,34,25,32,25,12,16,16,13,238
GL0920221295,GL-B58,58,10/04/2022,18,16,16,14,20,32,31,22,29,26,18,12,254
GL1020221421,GL-B58,58,10/04/2022,39,22,15,37,15,35,29,30,25,10,14,14,285
GL1020221461,GL-B58,58,10/04/2022,33,31,28,24,23,39,11,35,17,36,14,26,317
GL1020221488,GL-B59,59,05/06/2022,20,28,11,29,17,18,18,20,14,40,19,29,263
GL1020221470,GL-B59,59,05/06/2022,29,21,21,25,19,30,38,32,24,26,22,23,310
GL1020221474,GL-B59,59,05/06/2022,24,30,29,33,11,31,37,29,38,30,33,10,335
GL1020221476,GL-B59,59,05/06/2022,32,39,16,26,11,11,14,29,16,34,36,13,277
GL1020221478,GL-B59,59,05/06/2022,10,35,30,37,30,10,26,38,13,18,39,30,316
GL1020221479,GL-B59,59,05/06/2022,10,36,22,15,16,11,10,36,16,23,33,11,239
GL1020221480,GL-B59,59,05/06/2022,10,35,17,11,24,14,17,29,36,20,33,19,265
GL1020221491,GL-B59,59,05/06/2022,25,15,28,26,11,18,26,22,14,26,32,26,269
