SEN No.,Batch No,Lms engagement throughout course,Class Commencement Date,Class End Date,Total time enrolled,Total observed time,Retention Rate
GL1120221640,65,329,08/10/2022,08/08/2023,304,-29,-10.48
GL1020221315,65,298,08/10/2022,08/08/2023,304,2,152.00
GL072022868,65,349,08/10/2022,08/08/2023,304,-49,-6.20
GL1020221492,66,309,01/09/2022,01/07/2023,303,-9,-33.67
GL1120221616,66,333,01/09/2022,01/07/2023,303,-33,-9.18
GL1120221619,66,265,01/09/2022,01/07/2023,303,35,8.66
GL1120221623,66,350,01/09/2022,01/07/2023,303,-50,-6.06
GL1120221627,66,303,01/09/2022,01/07/2023,303,-3,-101.00
GL1120221628,66,329,01/09/2022,01/07/2023,303,-29,-10.45
GL1120221629,66,318,01/09/2022,01/07/2023,303,-18,-16.83
GL1120221633,66,304,01/09/2022,01/07/2023,303,-4,-75.75
GL1120221636,66,304,01/09/2022,01/07/2023,303,-4,-75.75
GL1120221634,66,321,01/09/2022,01/07/2023,303,-21,-14.43
GL1120221635,66,246,01/09/2022,01/07/2023,303,54,5.61
GL1120221644,66,282,01/09/2022,01/07/2023,303,18,16.83
GL1120221648,66,320,01/09/2022,01/07/2023,303,-20,-15.15
GL1120221659,66,293,01/09/2022,01/07/2023,303,7,43.29
GL042022450,66,349,01/09/2022,01/07/2023,303,-49,-6.18
GL062022780,66,275,01/09/2022,01/07/2023,303,25,12.12
GL1120221662,66,323,01/09/2022,01/07/2023,303,-23,-13.17
GL052022595,66,302,01/09/2022,01/07/2023,303,-2,-151.50
GL042022546,66,338,01/09/2022,01/07/2023,303,-38,-7.97
GL072022839,66,305,01/09/2022,01/07/2023,303,-5,-60.60
GL1120221655,66,252,01/09/2022,01/07/2023,303,48,6.31
GL1020221403,66,314,01/09/2022,01/07/2023,303,-14,-21.64
GL072022869,66,285,01/09/2022,01/07/2023,303,15,20.20
GL1120221663,67,313,03/08/2022,03/06/2023,304,-13,-23.38
GL1120221665,67,292,03/08/2022,03/06/2023,304,8,38.00
GL1220221667,67,258,03/08/2022,03/06/2023,304,42,7.24
GL1220221668,67,281,03/08/2022,03/06/2023,304,19,16.00
GL1220221670,67,254,03/08/2022,03/06/2023,304,46,6.61
GL1220221678,67,297,03/08/2022,03/06/2023,304,3,101.33
GL1220221677,67,255,03/08/2022,03/06/2023,304,45,6.76
GL1220221669,67,302,03/08/2022,03/06/2023,304,-2,-152.00
GL1220221680,67,271,03/08/2022,03/06/2023,304,29,10.48
GL1220221681,67,296,03/08/2022,03/06/2023,304,4,76.00
GL1220221688,67,336,03/08/2022,03/06/2023,304,-36,-8.44
GL1220221687,67,315,03/08/2022,03/06/2023,304,-15,-20.27
GL1220221686,67,252,03/08/2022,03/06/2023,304,48,6.33
GL1220221698,67,303,03/08/2022,03/06/2023,304,-3,-101.33
GL1220221699,67,292,03/08/2022,03/06/2023,304,8,38.00
GL1220221696,67,287,03/08/2022,03/06/2023,304,13,23.38
GL1220221697,67,299,03/08/2022,03/06/2023,304,1,304.00
GL1220221700,67,261,03/08/2022,03/06/2023,304,39,7.79
GL1220221701,67,316,03/08/2022,03/06/2023,304,-16,-19.00
GL102021161,67,240,03/08/2022,03/06/2023,304,60,5.07
GL1220221703,67,304,03/08/2022,03/06/2023,304,-4,-76.00
GL1220221706,67,344,03/08/2022,03/06/2023,304,-44,-6.91
GL1220221707,67,282,03/08/2022,03/06/2023,304,18,16.89
GL1220221710,67,332,03/08/2022,03/06/2023,304,-32,-9.50
GL1220221711,67,295,03/08/2022,03/06/2023,304,5,60.80
GL1220221712,67,272,03/08/2022,03/06/2023,304,28,10.86
GL1220221719,67,282,03/08/2022,03/06/2023,304,18,16.89
GL1220221721,67,247,03/08/2022,03/06/2023,304,53,5.74
GL1220221723,67,270,03/08/2022,03/06/2023,304,30,10.13
GL1220221724,67,276,03/08/2022,03/06/2023,304,24,12.67
GL1220221726,67,263,03/08/2022,03/06/2023,304,37,8.22
GL1220221728,67,279,03/08/2022,03/06/2023,304,21,14.48
GL1120221575,67,287,03/08/2022,03/06/2023,304,13,23.38
GL1220221731,67,229,03/08/2022,03/06/2023,304,71,4.28
GL1120221661,67,347,03/08/2022,03/06/2023,304,-47,-6.47
GL012022269,67,304,03/08/2022,03/06/2023,304,-4,-76.00
GL0920221236,67,318,03/08/2022,03/06/2023,304,-18,-16.89
GL042022468,67,345,03/08/2022,03/06/2023,304,-45,-6.76
GL1120221664,68,325,28/02/2022,28/12/2022,303,-25,-12.12
GL1120221666,68,321,28/02/2022,28/12/2022,303,-21,-14.43
GL1120221556,68,301,28/02/2022,28/12/2022,303,-1,-303.00
GL1120221531,68,267,28/02/2022,28/12/2022,303,33,9.18
GL1120221594,68,265,28/02/2022,28/12/2022,303,35,8.66
GL1220221671,68,286,28/02/2022,28/12/2022,303,14,21.64
GL1120221658,68,344,28/02/2022,28/12/2022,303,-44,-6.89
GL1220221672,68,328,28/02/2022,28/12/2022,303,-28,-10.82
GL1220221674,68,257,28/02/2022,28/12/2022,303,43,7.05
GL1220221675,68,266,28/02/2022,28/12/2022,303,34,8.91
GL1220221676,68,261,28/02/2022,28/12/2022,303,39,7.77
GL1220221679,68,348,28/02/2022,28/12/2022,303,-48,-6.31
GL1220221682,68,312,28/02/2022,28/12/2022,303,-12,-25.25
GL1220221684,68,325,28/02/2022,28/12/2022,303,-25,-12.12
GL1220221690,68,383,28/02/2022,28/12/2022,303,-83,-3.65
GL1220221689,68,271,28/02/2022,28/12/2022,303,29,10.45
GL1220221685,68,314,28/02/2022,28/12/2022,303,-14,-21.64
GL1220221692,68,300,28/02/2022,28/12/2022,303,0,#DIV/0!
GL1220221693,68,278,28/02/2022,28/12/2022,303,22,13.77
GL1220221694,68,317,28/02/2022,28/12/2022,303,-17,-17.82
GL1220221695,68,251,28/02/2022,28/12/2022,303,49,6.18
GL1020221493,68,334,28/02/2022,28/12/2022,303,-34,-8.91
GL1120221646,68,311,28/02/2022,28/12/2022,303,-11,-27.55
GL1220221691,68,269,28/02/2022,28/12/2022,303,31,9.77
GL1020221484,68,241,28/02/2022,28/12/2022,303,59,5.14
GL1220221704,68,357,28/02/2022,28/12/2022,303,-57,-5.32
GL1220221705,68,331,28/02/2022,28/12/2022,303,-31,-9.77
GL1220221702,68,342,28/02/2022,28/12/2022,303,-42,-7.21
GL1220221713,68,292,28/02/2022,28/12/2022,303,8,37.88
GL1220221714,68,331,28/02/2022,28/12/2022,303,-31,-9.77
GL1220221715,68,302,28/02/2022,28/12/2022,303,-2,-151.50
GL1220221718,68,289,28/02/2022,28/12/2022,303,11,27.55
GL1220221716,68,326,28/02/2022,28/12/2022,303,-26,-11.65
GL1220221717,68,317,28/02/2022,28/12/2022,303,-17,-17.82
GL1220221720,68,362,28/02/2022,28/12/2022,303,-62,-4.89
GL1220221722,68,268,28/02/2022,28/12/2022,303,32,9.47
GL1220221725,68,280,28/02/2022,28/12/2022,303,20,15.15
GL1220221727,68,237,28/02/2022,28/12/2022,303,63,4.81
GL1220221734,68,291,28/02/2022,28/12/2022,303,9,33.67
GL122021235,68,319,28/02/2022,28/12/2022,303,-19,-15.95
-,69,352,05/04/2022,05/02/2023,306,-52,-5.88
GL1220221683,69,307,05/04/2022,05/02/2023,306,-7,-43.71
GL1220221738,69,308,05/04/2022,05/02/2023,306,-8,-38.25
GL1220221742,69,293,05/04/2022,05/02/2023,306,7,43.71
GL1220221747,69,349,05/04/2022,05/02/2023,306,-49,-6.24
GL1220221748,69,242,05/04/2022,05/02/2023,306,58,5.28
GL1220221749,69,268,05/04/2022,05/02/2023,306,32,9.56
GL1220221751,69,328,05/04/2022,05/02/2023,306,-28,-10.93
GL1220221757,69,326,05/04/2022,05/02/2023,306,-26,-11.77
GL1220221761,69,327,05/04/2022,05/02/2023,306,-27,-11.33
GL1220221768,69,253,05/04/2022,05/02/2023,306,47,6.51
GL1220221769,69,266,05/04/2022,05/02/2023,306,34,9.00
GL1220221770,69,297,05/04/2022,05/02/2023,306,3,102.00
GL1220221771,69,316,05/04/2022,05/02/2023,306,-16,-19.13
-,69,352,05/04/2022,05/02/2023,306,-52,-5.88
GL1220221777,69,313,05/04/2022,05/02/2023,306,-13,-23.54
GL1220221787,69,347,05/04/2022,05/02/2023,306,-47,-6.51
GL1220221784,69,257,05/04/2022,05/02/2023,306,43,7.12
GL1220221789,69,305,05/04/2022,05/02/2023,306,-5,-61.20
-,69,352,05/04/2022,05/02/2023,306,-52,-5.88
GL1220221793,69,291,05/04/2022,05/02/2023,306,9,34.00
GL1220221794,69,328,05/04/2022,05/02/2023,306,-28,-10.93
GL1220221797,69,242,05/04/2022,05/02/2023,306,58,5.28
GL1220221801,69,258,05/04/2022,05/02/2023,306,42,7.29
GL1220221803,69,249,05/04/2022,05/02/2023,306,51,6.00
GL1220221796,69,340,05/04/2022,05/02/2023,306,-40,-7.65
GL1220221805,69,328,05/04/2022,05/02/2023,306,-28,-10.93
GL1220221813,69,270,05/04/2022,05/02/2023,306,30,10.20
GL1220221812,69,280,05/04/2022,05/02/2023,306,20,15.30
GL1220221814,69,283,05/04/2022,05/02/2023,306,17,18.00
GL1220221815,69,369,05/04/2022,05/02/2023,306,-69,-4.43
GL1220221822,69,245,05/04/2022,05/02/2023,306,55,5.56
GL1220221823,69,319,05/04/2022,05/02/2023,306,-19,-16.11
GL1220221824,69,254,05/04/2022,05/02/2023,306,46,6.65
GL1020221507,69,285,05/04/2022,05/02/2023,306,15,20.40
GL1220221728,69,279,05/04/2022,05/02/2023,306,21,14.57
GL1220221832,69,310,05/04/2022,05/02/2023,306,-10,-30.60
-,69,352,05/04/2022,05/02/2023,306,-52,-5.88
GL1220221745,69,321,05/04/2022,05/02/2023,306,-21,-14.57
GL1220221802,69,327,05/04/2022,05/02/2023,306,-27,-11.33
GL1020221426,69,232,05/04/2022,05/02/2023,306,68,4.50
GL032022374,69,278,05/04/2022,05/02/2023,306,22,13.91
GL1220221732,69,262,05/04/2022,05/02/2023,306,38,8.05
GL1020221315,69,298,05/04/2022,05/02/2023,306,2,153.00
GL1220221773,69,316,05/04/2022,05/02/2023,306,-16,-19.13
-,69,352,05/04/2022,05/02/2023,306,-52,-5.88
GL1220221817,69,304,05/04/2022,05/02/2023,306,-4,-76.50
GL1120221660,70,319,05/04/2022,05/02/2023,306,-19,-16.11
-,70,352,06/04/2022,06/02/2023,306,-52,-5.88
GL1220221708,70,315,07/04/2022,07/02/2023,306,-15,-20.40
GL1220221730,70,328,08/04/2022,08/02/2023,306,-28,-10.93
GL1220221741,70,306,09/04/2022,09/02/2023,306,-6,-51.00
GL1220221744,70,330,10/04/2022,10/02/2023,306,-30,-10.20
GL1220221746,70,331,11/04/2022,11/02/2023,306,-31,-9.87
GL1220221750,70,383,12/04/2022,12/02/2023,306,-83,-3.69
GL1220221752,70,286,13/04/2022,13/02/2023,306,14,21.86
GL1220221756,70,224,14/04/2022,14/02/2023,306,76,4.03
GL1220221760,70,318,15/04/2022,15/02/2023,306,-18,-17.00
GL1220221754,70,238,16/04/2022,16/02/2023,306,62,4.94
GL1220221763,70,307,17/04/2022,17/02/2023,306,-7,-43.71
GL1220221764,70,300,18/04/2022,18/02/2023,306,0,#DIV/0!
GL1220221766,70,264,19/04/2022,19/02/2023,306,36,8.50
GL1220221772,70,276,20/04/2022,20/02/2023,306,24,12.75
GL1220221774,70,308,21/04/2022,21/02/2023,306,-8,-38.25
GL1220221779,70,252,22/04/2022,22/02/2023,306,48,6.38
GL1220221780,70,280,23/04/2022,23/02/2023,306,20,15.30
GL1220221781,70,291,24/04/2022,24/02/2023,306,9,34.00
GL1020221385,70,325,25/04/2022,25/02/2023,306,-25,-12.24
GL1220221782,70,330,26/04/2022,26/02/2023,306,-30,-10.20
GL1220221788,70,318,27/04/2022,27/02/2023,306,-18,-17.00
GL1220221790,70,346,28/04/2022,28/02/2023,306,-46,-6.65
GL1220221799,70,212,29/04/2022,28/02/2023,305,88,3.47
GL1220221795,70,272,30/04/2022,28/02/2023,304,28,10.86
GL1220221806,70,379,01/05/2022,01/03/2023,304,-79,-3.85
GL1220221807,70,294,02/05/2022,02/03/2023,304,6,50.67
GL1220221811,70,309,03/05/2022,03/03/2023,304,-9,-33.78
GL1220221818,70,346,04/05/2022,04/03/2023,304,-46,-6.61
GL1220221825,70,305,05/05/2022,05/03/2023,304,-5,-60.80
GL1220221826,70,291,06/05/2022,06/03/2023,304,9,33.78
GL1220221827,70,255,07/05/2022,07/03/2023,304,45,6.76
GL1220221829,70,280,08/05/2022,08/03/2023,304,20,15.20
GL1120221581,70,322,09/05/2022,09/03/2023,304,-22,-13.82
GL1220221753,70,267,10/05/2022,10/03/2023,304,33,9.21
GL1120221549,70,274,11/05/2022,11/03/2023,304,26,11.69
GL1220221694,70,317,12/05/2022,12/03/2023,304,-17,-17.88
GL1220221695,70,251,13/05/2022,13/03/2023,304,49,6.20
GL1220221733,70,357,14/05/2022,14/03/2023,304,-57,-5.33
GL1120221639,70,321,15/05/2022,15/03/2023,304,-21,-14.48
GL1220221729,70,303,16/05/2022,16/03/2023,304,-3,-101.33
GL1120221548,70,275,17/05/2022,17/03/2023,304,25,12.16
GL1220221809,70,318,18/05/2022,18/03/2023,304,-18,-16.89
GL1220221816,70,305,19/05/2022,19/03/2023,304,-5,-60.80
GL1220221798,70,318,20/05/2022,20/03/2023,304,-18,-16.89
GL1220221820,70,295,21/05/2022,21/03/2023,304,5,60.80
GL1220221828,70,279,22/05/2022,22/03/2023,304,21,14.48
GL1220221778,70,303,23/05/2022,23/03/2023,304,-3,-101.33
GL1020221496,70,257,24/05/2022,24/03/2023,304,43,7.07
GL1020221497,70,317,25/05/2022,25/03/2023,304,-17,-17.88
