SEN No.,Batch id,Batch No,Class Commencement Date,Assessment Date,Excel,Excel %Score,Assessment Date,Power BI,Power BI %Score,Assessment Date,SQL,SQL %Score,Assessment Date,Statistics,Statistics %Score,Assessment Date,Python,Python %Score,Assessment Date,Machine Learning,Machine Learning %Score,Assessment Date,AWS,AWS %Score,Assessment Date,Deep Learning,Deep Learning %Score,Assessment Date,NLP,NLP %Score,Total Marks,Pass Rate,Total Avg %,Pass/Fail
GL082021093,GL-B10,10,22/11/2021,22/12/2021,30,50.00,22/01/2022,15,25.00,22/02/2022,52,86.67,22/03/2022,3,5.00,22/04/2022,20,33.33,22/05/2022,17,28.33,22/06/2022,15,25.00,22/07/2022,20,33.33,22/08/2022,51,85.00,60,40,41.30,Fail
NA,GL-B10,10,22/11/2021,22/12/2021,35,58.33,22/01/2022,18,30.00,22/02/2022,33,55.00,22/03/2022,19,31.67,22/04/2022,18,30.00,22/05/2022,29,48.33,22/06/2022,22,36.67,22/07/2022,18,30.00,22/08/2022,22,36.67,60,40,39.63,Fail
GL092021123,GL-B10,10,22/11/2021,22/12/2021,50,83.33,22/01/2022,46,76.67,22/02/2022,58,96.67,22/03/2022,33,55.00,22/04/2022,56,93.33,22/05/2022,20,33.33,22/06/2022,16,26.67,22/07/2022,57,95.00,22/08/2022,14,23.33,60,40,64.81,Pass
GL092021126,GL-B10,10,22/11/2021,22/12/2021,43,71.67,22/01/2022,45,75.00,22/02/2022,53,88.33,22/03/2022,28,46.67,22/04/2022,23,38.33,22/05/2022,8,13.33,22/06/2022,37,61.67,22/07/2022,25,41.67,22/08/2022,24,40.00,60,40,52.96,Pass
NA,GL-B10,10,22/11/2021,22/12/2021,24,40.00,22/01/2022,21,35.00,22/02/2022,21,35.00,22/03/2022,14,23.33,22/04/2022,32,53.33,22/05/2022,10,16.67,22/06/2022,8,13.33,22/07/2022,2,3.33,22/08/2022,25,41.67,60,40,29.07,Fail
GL092021121,GL-B11,11,04/10/2021,04/11/2021,9,15.00,04/12/2021,38,63.33,04/01/2022,34,56.67,04/02/2022,36,60.00,04/03/2022,22,36.67,04/04/2022,59,98.33,04/05/2022,34,56.67,04/06/2022,42,70.00,04/07/2022,33,55.00,60,40,56.85,Pass
GL082021106,GL-B11,11,04/10/2021,04/11/2021,15,25.00,04/12/2021,40,66.67,04/01/2022,30,50.00,04/02/2022,13,21.67,04/03/2022,5,8.33,04/04/2022,16,26.67,04/05/2022,16,26.67,04/06/2022,36,60.00,04/07/2022,49,81.67,60,40,40.74,Fail
GL102021162,GL-B11,11,04/10/2021,04/11/2021,21,35.00,04/12/2021,14,23.33,04/01/2022,11,18.33,04/02/2022,48,80.00,04/03/2022,30,50.00,04/04/2022,60,100.00,04/05/2022,23,38.33,04/06/2022,5,8.33,04/07/2022,25,41.67,60,40,43.89,Fail
GL082021085,GL-B11,11,04/10/2021,04/11/2021,43,71.67,04/12/2021,42,70.00,04/01/2022,52,86.67,04/02/2022,25,41.67,04/03/2022,12,20.00,04/04/2022,36,60.00,04/05/2022,41,68.33,04/06/2022,3,5.00,04/07/2022,53,88.33,60,40,56.85,Pass
NA,GL-B11,11,04/10/2021,04/11/2021,26,43.33,04/12/2021,43,71.67,04/01/2022,28,46.67,04/02/2022,23,38.33,04/03/2022,10,16.67,04/04/2022,59,98.33,04/05/2022,36,60.00,04/06/2022,50,83.33,04/07/2022,50,83.33,60,40,60.19,Pass
GL102021164,GL-B11,11,04/10/2021,04/11/2021,26,43.33,04/12/2021,50,83.33,04/01/2022,29,48.33,04/02/2022,21,35.00,04/03/2022,27,45.00,04/04/2022,22,36.67,04/05/2022,19,31.67,04/06/2022,54,90.00,04/07/2022,20,33.33,60,40,49.63,Fail
GL112021177,GL-B11,11,04/10/2021,04/11/2021,54,90.00,04/12/2021,42,70.00,04/01/2022,46,76.67,04/02/2022,41,68.33,04/03/2022,41,68.33,04/04/2022,12,20.00,04/05/2022,7,11.67,04/06/2022,5,8.33,04/07/2022,35,58.33,60,40,52.41,Pass
GL112021178,GL-B11,11,04/10/2021,04/11/2021,55,91.67,04/12/2021,8,13.33,04/01/2022,12,20.00,04/02/2022,41,68.33,04/03/2022,35,58.33,04/04/2022,54,90.00,04/05/2022,19,31.67,04/06/2022,5,8.33,04/07/2022,2,3.33,60,40,42.78,Fail
GL112021183,GL-B11,11,04/10/2021,04/11/2021,14,23.33,04/12/2021,9,15.00,04/01/2022,19,31.67,04/02/2022,32,53.33,04/03/2022,9,15.00,04/04/2022,54,90.00,04/05/2022,8,13.33,04/06/2022,50,83.33,04/07/2022,19,31.67,60,40,39.63,Fail
GL102021167,GL-B11,11,04/10/2021,04/11/2021,7,11.67,04/12/2021,18,30.00,04/01/2022,9,15.00,04/02/2022,28,46.67,04/03/2022,56,93.33,04/04/2022,2,3.33,04/05/2022,39,65.00,04/06/2022,21,35.00,04/07/2022,31,51.67,60,40,39.07,Fail
GL112021184,GL-B11,11,04/10/2021,04/11/2021,38,63.33,04/12/2021,53,88.33,04/01/2022,20,33.33,04/02/2022,32,53.33,04/03/2022,43,71.67,04/04/2022,36,60.00,04/05/2022,33,55.00,04/06/2022,6,10.00,04/07/2022,34,56.67,60,40,54.63,Pass
GL102021147,GL-B11,11,04/10/2021,04/11/2021,27,45.00,04/12/2021,59,98.33,04/01/2022,57,95.00,04/02/2022,20,33.33,04/03/2022,14,23.33,04/04/2022,6,10.00,04/05/2022,15,25.00,04/06/2022,31,51.67,04/07/2022,31,51.67,60,40,48.15,Fail
GL112021190,GL-B11,11,04/10/2021,04/11/2021,26,43.33,04/12/2021,53,88.33,04/01/2022,7,11.67,04/02/2022,7,11.67,04/03/2022,43,71.67,04/04/2022,29,48.33,04/05/2022,24,40.00,04/06/2022,29,48.33,04/07/2022,39,65.00,60,40,47.59,Fail
GL112021191,GL-B11,11,04/10/2021,04/11/2021,38,63.33,04/12/2021,47,78.33,04/01/2022,6,10.00,04/02/2022,11,18.33,04/03/2022,22,36.67,04/04/2022,18,30.00,04/05/2022,24,40.00,04/06/2022,3,5.00,04/07/2022,39,65.00,60,40,38.52,Fail
GL082021103,GL-B11,11,04/10/2021,04/11/2021,25,41.67,04/12/2021,16,26.67,04/01/2022,60,100.00,04/02/2022,4,6.67,04/03/2022,13,21.67,04/04/2022,21,35.00,04/05/2022,44,73.33,04/06/2022,42,70.00,04/07/2022,10,16.67,60,40,43.52,Fail
GL112021182,GL-B11,11,04/10/2021,04/11/2021,25,41.67,04/12/2021,52,86.67,04/01/2022,29,48.33,04/02/2022,41,68.33,04/03/2022,43,71.67,04/04/2022,25,41.67,04/05/2022,18,30.00,04/06/2022,1,1.67,04/07/2022,16,26.67,60,40,46.30,Fail
GL062021051,GL-B11,11,04/10/2021,04/11/2021,39,65.00,04/12/2021,8,13.33,04/01/2022,51,85.00,04/02/2022,33,55.00,04/03/2022,13,21.67,04/04/2022,6,10.00,04/05/2022,55,91.67,04/06/2022,19,31.67,04/07/2022,10,16.67,60,40,43.33,Fail
GL112021188,GL-B11,11,04/10/2021,04/11/2021,21,35.00,04/12/2021,52,86.67,04/01/2022,10,16.67,04/02/2022,57,95.00,04/03/2022,45,75.00,04/04/2022,37,61.67,04/05/2022,43,71.67,04/06/2022,27,45.00,04/07/2022,35,58.33,60,40,60.56,Pass
GL082021105,GL-B11,11,04/10/2021,04/11/2021,31,51.67,04/12/2021,17,28.33,04/01/2022,6,10.00,04/02/2022,48,80.00,04/03/2022,43,71.67,04/04/2022,11,18.33,04/05/2022,39,65.00,04/06/2022,59,98.33,04/07/2022,43,71.67,60,40,55.00,Pass
GL092021118,GL-B11,11,04/10/2021,04/11/2021,28,46.67,04/12/2021,31,51.67,04/01/2022,35,58.33,04/02/2022,25,41.67,04/03/2022,3,5.00,04/04/2022,43,71.67,04/05/2022,36,60.00,04/06/2022,18,30.00,04/07/2022,55,91.67,60,40,50.74,Pass
GL082021102,GL-B11,11,04/10/2021,04/11/2021,56,93.33,04/12/2021,3,5.00,04/01/2022,1,1.67,04/02/2022,21,35.00,04/03/2022,47,78.33,04/04/2022,3,5.00,04/05/2022,10,16.67,04/06/2022,22,36.67,04/07/2022,36,60.00,60,40,36.85,Fail
GL082021110,GL-B12,12,08/11/2021,08/12/2021,58,96.67,08/01/2022,27,45.00,08/02/2022,26,43.33,08/03/2022,38,63.33,08/04/2022,1,1.67,08/05/2022,53,88.33,08/06/2022,51,85.00,08/07/2022,28,46.67,08/08/2022,14,23.33,60,40,54.81,Pass
GL092021122,GL-B12,12,08/11/2021,08/12/2021,35,58.33,08/01/2022,2,3.33,08/02/2022,33,55.00,08/03/2022,46,76.67,08/04/2022,59,98.33,08/05/2022,49,81.67,08/06/2022,2,3.33,08/07/2022,47,78.33,08/08/2022,19,31.67,60,40,54.07,Pass
GL092021117,GL-B12,12,08/11/2021,08/12/2021,43,71.67,08/01/2022,32,53.33,08/02/2022,49,81.67,08/03/2022,30,50.00,08/04/2022,20,33.33,08/05/2022,19,31.67,08/06/2022,31,51.67,08/07/2022,42,70.00,08/08/2022,30,50.00,60,40,54.81,Pass
GL092021137,GL-B12,12,08/11/2021,08/12/2021,36,60.00,08/01/2022,51,85.00,08/02/2022,60,100.00,08/03/2022,28,46.67,08/04/2022,60,100.00,08/05/2022,18,30.00,08/06/2022,50,83.33,08/07/2022,59,98.33,08/08/2022,26,43.33,60,40,71.85,Pass
GL082021116,GL-B12,12,08/11/2021,08/12/2021,36,60.00,08/01/2022,43,71.67,08/02/2022,1,1.67,08/03/2022,38,63.33,08/04/2022,35,58.33,08/05/2022,15,25.00,08/06/2022,31,51.67,08/07/2022,31,51.67,08/08/2022,44,73.33,60,40,50.74,Pass
GL082021115,GL-B12,12,08/11/2021,08/12/2021,42,70.00,08/01/2022,19,31.67,08/02/2022,47,78.33,08/03/2022,18,30.00,08/04/2022,46,76.67,08/05/2022,31,51.67,08/06/2022,60,100.00,08/07/2022,56,93.33,08/08/2022,5,8.33,60,40,60.00,Pass
GL092021136,GL-B12,12,08/11/2021,08/12/2021,43,71.67,08/01/2022,3,5.00,08/02/2022,8,13.33,08/03/2022,33,55.00,08/04/2022,10,16.67,08/05/2022,25,41.67,08/06/2022,53,88.33,08/07/2022,24,40.00,08/08/2022,15,25.00,60,40,39.63,Fail
GL092021124,GL-B12,12,08/11/2021,08/12/2021,14,23.33,08/01/2022,21,35.00,08/02/2022,22,36.67,08/03/2022,51,85.00,08/04/2022,20,33.33,08/05/2022,31,51.67,08/06/2022,28,46.67,08/07/2022,49,81.67,08/08/2022,23,38.33,60,40,47.96,Fail
GL092021131,GL-B13,13,15/11/2021,15/12/2021,36,60.00,15/01/2022,43,71.67,15/02/2022,36,60.00,15/03/2022,26,43.33,15/04/2022,59,98.33,15/05/2022,22,36.67,15/06/2022,9,15.00,15/07/2022,30,50.00,15/08/2022,53,88.33,60,40,58.15,Pass
GL092021140,GL-B13,13,15/11/2021,15/12/2021,42,70.00,15/01/2022,54,90.00,15/02/2022,49,81.67,15/03/2022,37,61.67,15/04/2022,47,78.33,15/05/2022,32,53.33,15/06/2022,2,3.33,15/07/2022,25,41.67,15/08/2022,6,10.00,60,40,54.44,Pass
GL102021141,GL-B13,13,15/11/2021,15/12/2021,47,78.33,15/01/2022,28,46.67,15/02/2022,16,26.67,15/03/2022,52,86.67,15/04/2022,4,6.67,15/05/2022,35,58.33,15/06/2022,10,16.67,15/07/2022,9,15.00,15/08/2022,45,75.00,60,40,45.56,Fail
GL092021135,GL-B13,13,15/11/2021,15/12/2021,17,28.33,15/01/2022,13,21.67,15/02/2022,57,95.00,15/03/2022,55,91.67,15/04/2022,44,73.33,15/05/2022,13,21.67,15/06/2022,25,41.67,15/07/2022,11,18.33,15/08/2022,32,53.33,60,40,49.44,Fail
GL082021097,GL-B13,13,15/11/2021,15/12/2021,14,23.33,15/01/2022,45,75.00,15/02/2022,19,31.67,15/03/2022,3,5.00,15/04/2022,45,75.00,15/05/2022,8,13.33,15/06/2022,43,71.67,15/07/2022,38,63.33,15/08/2022,5,8.33,60,40,40.74,Fail
NA,GL-B13,13,15/11/2021,15/12/2021,36,60.00,15/01/2022,11,18.33,15/02/2022,48,80.00,15/03/2022,39,65.00,15/04/2022,46,76.67,15/05/2022,35,58.33,15/06/2022,1,1.67,15/07/2022,34,56.67,15/08/2022,56,93.33,60,40,56.67,Pass
GL082021109,GL-B13,13,15/11/2021,15/12/2021,60,100.00,15/01/2022,27,45.00,15/02/2022,53,88.33,15/03/2022,17,28.33,15/04/2022,35,58.33,15/05/2022,58,96.67,15/06/2022,40,66.67,15/07/2022,10,16.67,15/08/2022,54,90.00,60,40,65.56,Pass
GL092021129,GL-B13,13,15/11/2021,15/12/2021,30,50.00,15/01/2022,22,36.67,15/02/2022,55,91.67,15/03/2022,55,91.67,15/04/2022,59,98.33,15/05/2022,5,8.33,15/06/2022,40,66.67,15/07/2022,31,51.67,15/08/2022,3,5.00,60,40,55.56,Pass
GL082021107,GL-B13,13,15/11/2021,15/12/2021,14,23.33,15/01/2022,18,30.00,15/02/2022,51,85.00,15/03/2022,47,78.33,15/04/2022,14,23.33,15/05/2022,46,76.67,15/06/2022,28,46.67,15/07/2022,34,56.67,15/08/2022,13,21.67,60,40,49.07,Fail
GL092021131,GL-B13,13,15/11/2021,15/12/2021,50,83.33,15/01/2022,34,56.67,15/02/2022,5,8.33,15/03/2022,24,40.00,15/04/2022,23,38.33,15/05/2022,53,88.33,15/06/2022,12,20.00,15/07/2022,53,88.33,15/08/2022,2,3.33,60,40,47.41,Fail
GL052021047,GL-B13,13,15/11/2021,15/12/2021,47,78.33,15/01/2022,12,20.00,15/02/2022,22,36.67,15/03/2022,29,48.33,15/04/2022,40,66.67,15/05/2022,49,81.67,15/06/2022,45,75.00,15/07/2022,4,6.67,15/08/2022,45,75.00,60,40,54.26,Pass
GL092021139,GL-B13,13,15/11/2021,15/12/2021,41,68.33,15/01/2022,36,60.00,15/02/2022,53,88.33,15/03/2022,35,58.33,15/04/2022,12,20.00,15/05/2022,42,70.00,15/06/2022,29,48.33,15/07/2022,30,50.00,15/08/2022,8,13.33,60,40,52.96,Pass
GL092021138,GL-B13,13,15/11/2021,15/12/2021,55,91.67,15/01/2022,58,96.67,15/02/2022,9,15.00,15/03/2022,50,83.33,15/04/2022,9,15.00,15/05/2022,22,36.67,15/06/2022,41,68.33,15/07/2022,14,23.33,15/08/2022,14,23.33,60,40,50.37,Pass
NA,GL-B13,13,15/11/2021,15/12/2021,35,58.33,15/01/2022,32,53.33,15/02/2022,42,70.00,15/03/2022,19,31.67,15/04/2022,32,53.33,15/05/2022,40,66.67,15/06/2022,21,35.00,15/07/2022,55,91.67,15/08/2022,44,73.33,60,40,59.26,Pass
NA,GL-B13,13,15/11/2021,15/12/2021,7,11.67,15/01/2022,11,18.33,15/02/2022,19,31.67,15/03/2022,43,71.67,15/04/2022,48,80.00,15/05/2022,54,90.00,15/06/2022,32,53.33,15/07/2022,4,6.67,15/08/2022,13,21.67,60,40,42.78,Fail
GL082021101,GL-B14,14,14/12/2021,14/01/2022,28,46.67,14/02/2022,33,55.00,14/03/2022,37,61.67,14/04/2022,37,61.67,14/05/2022,21,35.00,14/06/2022,37,61.67,14/07/2022,14,23.33,14/08/2022,46,76.67,14/09/2022,36,60.00,60,40,53.52,Pass
GL102021142,GL-B14,14,14/12/2021,14/01/2022,43,71.67,14/02/2022,14,23.33,14/03/2022,55,91.67,14/04/2022,26,43.33,14/05/2022,38,63.33,14/06/2022,32,53.33,14/07/2022,12,20.00,14/08/2022,40,66.67,14/09/2022,46,76.67,60,40,56.67,Pass
GL092021119,GL-B14,14,14/12/2021,14/01/2022,23,38.33,14/02/2022,43,71.67,14/03/2022,27,45.00,14/04/2022,53,88.33,14/05/2022,21,35.00,14/06/2022,49,81.67,14/07/2022,7,11.67,14/08/2022,29,48.33,14/09/2022,38,63.33,60,40,53.70,Pass
GL102021172,GL-B14,14,14/12/2021,14/01/2022,57,95.00,14/02/2022,15,25.00,14/03/2022,30,50.00,14/04/2022,21,35.00,14/05/2022,14,23.33,14/06/2022,56,93.33,14/07/2022,4,6.67,14/08/2022,8,13.33,14/09/2022,53,88.33,60,40,47.78,Fail
GL092021130,GL-B14,14,14/12/2021,14/01/2022,22,36.67,14/02/2022,17,28.33,14/03/2022,36,60.00,14/04/2022,42,70.00,14/05/2022,3,5.00,14/06/2022,41,68.33,14/07/2022,56,93.33,14/08/2022,57,95.00,14/09/2022,26,43.33,60,40,55.56,Pass
GL092021132,GL-B14,14,14/12/2021,14/01/2022,54,90.00,14/02/2022,12,20.00,14/03/2022,4,6.67,14/04/2022,32,53.33,14/05/2022,30,50.00,14/06/2022,5,8.33,14/07/2022,56,93.33,14/08/2022,52,86.67,14/09/2022,12,20.00,60,40,47.59,Fail
GL092021138,GL-B14,14,14/12/2021,14/01/2022,16,26.67,14/02/2022,39,65.00,14/03/2022,25,41.67,14/04/2022,30,50.00,14/05/2022,54,90.00,14/06/2022,24,40.00,14/07/2022,20,33.33,14/08/2022,50,83.33,14/09/2022,9,15.00,60,40,49.44,Fail
GL092021120,GL-B14,14,14/12/2021,14/01/2022,45,75.00,14/02/2022,24,40.00,14/03/2022,51,85.00,14/04/2022,16,26.67,14/05/2022,7,11.67,14/06/2022,9,15.00,14/07/2022,48,80.00,14/08/2022,57,95.00,14/09/2022,12,20.00,60,40,49.81,Fail
GL102021146,GL-B15,15,20/12/2021,20/01/2022,6,10.00,20/02/2022,23,38.33,20/03/2022,49,81.67,20/04/2022,57,95.00,20/05/2022,17,28.33,20/06/2022,28,46.67,20/07/2022,48,80.00,20/08/2022,27,45.00,20/09/2022,25,41.67,60,40,51.85,Pass
NA,GL-B15,15,20/12/2021,20/01/2022,31,51.67,20/02/2022,53,88.33,20/03/2022,38,63.33,20/04/2022,56,93.33,20/05/2022,22,36.67,20/06/2022,40,66.67,20/07/2022,19,31.67,20/08/2022,33,55.00,20/09/2022,46,76.67,60,40,62.59,Pass
GL102021158,GL-B15,15,20/12/2021,20/01/2022,29,48.33,20/02/2022,5,8.33,20/03/2022,42,70.00,20/04/2022,55,91.67,20/05/2022,5,8.33,20/06/2022,12,20.00,20/07/2022,44,73.33,20/08/2022,45,75.00,20/09/2022,52,86.67,60,40,53.52,Pass
GL102021144,GL-B15,15,20/12/2021,20/01/2022,59,98.33,20/02/2022,34,56.67,20/03/2022,5,8.33,20/04/2022,32,53.33,20/05/2022,56,93.33,20/06/2022,7,11.67,20/07/2022,8,13.33,20/08/2022,26,43.33,20/09/2022,46,76.67,60,40,50.56,Pass
GL102021170,GL-B15,15,20/12/2021,20/01/2022,30,50.00,20/02/2022,45,75.00,20/03/2022,16,26.67,20/04/2022,50,83.33,20/05/2022,15,25.00,20/06/2022,15,25.00,20/07/2022,49,81.67,20/08/2022,56,93.33,20/09/2022,56,93.33,60,40,61.48,Pass
GL102021151,GL-B15,15,20/12/2021,20/01/2022,38,63.33,20/02/2022,30,50.00,20/03/2022,14,23.33,20/04/2022,27,45.00,20/05/2022,34,56.67,20/06/2022,46,76.67,20/07/2022,43,71.67,20/08/2022,44,73.33,20/09/2022,3,5.00,60,40,51.67,Pass
GL112021173,GL-B15,15,20/12/2021,20/01/2022,28,46.67,20/02/2022,24,40.00,20/03/2022,50,83.33,20/04/2022,34,56.67,20/05/2022,46,76.67,20/06/2022,12,20.00,20/07/2022,10,16.67,20/08/2022,20,33.33,20/09/2022,25,41.67,60,40,46.11,Fail
GL112021217,GL-B15,15,20/12/2021,20/01/2022,25,41.67,20/02/2022,7,11.67,20/03/2022,55,91.67,20/04/2022,15,25.00,20/05/2022,44,73.33,20/06/2022,13,21.67,20/07/2022,40,66.67,20/08/2022,25,41.67,20/09/2022,24,40.00,60,40,45.93,Fail
GL072021071,GL-B15,15,20/12/2021,20/01/2022,6,10.00,20/02/2022,25,41.67,20/03/2022,12,20.00,20/04/2022,29,48.33,20/05/2022,37,61.67,20/06/2022,55,91.67,20/07/2022,2,3.33,20/08/2022,18,30.00,20/09/2022,50,83.33,60,40,43.33,Fail
GL112021201,GL-B15,15,20/12/2021,20/01/2022,55,91.67,20/02/2022,50,83.33,20/03/2022,9,15.00,20/04/2022,49,81.67,20/05/2022,30,50.00,20/06/2022,6,10.00,20/07/2022,59,98.33,20/08/2022,50,83.33,20/09/2022,22,36.67,60,40,61.11,Pass
GL112021194,GL-B15,15,20/12/2021,20/01/2022,59,98.33,20/02/2022,1,1.67,20/03/2022,26,43.33,20/04/2022,39,65.00,20/05/2022,56,93.33,20/06/2022,19,31.67,20/07/2022,2,3.33,20/08/2022,27,45.00,20/09/2022,25,41.67,60,40,47.04,Fail
GL112021192,GL-B15,15,20/12/2021,20/01/2022,22,36.67,20/02/2022,21,35.00,20/03/2022,12,20.00,20/04/2022,28,46.67,20/05/2022,12,20.00,20/06/2022,33,55.00,20/07/2022,37,61.67,20/08/2022,15,25.00,20/09/2022,58,96.67,60,40,44.07,Fail
GL122021227,GL-B15,15,20/12/2021,20/01/2022,44,73.33,20/02/2022,56,93.33,20/03/2022,13,21.67,20/04/2022,25,41.67,20/05/2022,21,35.00,20/06/2022,25,41.67,20/07/2022,19,31.67,20/08/2022,52,86.67,20/09/2022,3,5.00,60,40,47.78,Fail
GL102021143,GL-B15,15,20/12/2021,20/01/2022,10,16.67,20/02/2022,56,93.33,20/03/2022,18,30.00,20/04/2022,4,6.67,20/05/2022,25,41.67,20/06/2022,10,16.67,20/07/2022,39,65.00,20/08/2022,22,36.67,20/09/2022,40,66.67,60,40,41.48,Fail
GL112021212,GL-B15,15,20/12/2021,20/01/2022,6,10.00,20/02/2022,27,45.00,20/03/2022,39,65.00,20/04/2022,16,26.67,20/05/2022,11,18.33,20/06/2022,54,90.00,20/07/2022,35,58.33,20/08/2022,33,55.00,20/09/2022,25,41.67,60,40,45.56,Fail
GL122021221,GL-B15,15,20/12/2021,20/01/2022,34,56.67,20/02/2022,32,53.33,20/03/2022,55,91.67,20/04/2022,40,66.67,20/05/2022,28,46.67,20/06/2022,10,16.67,20/07/2022,31,51.67,20/08/2022,32,53.33,20/09/2022,45,75.00,60,40,56.85,Pass
GL112021219,GL-B15,15,20/12/2021,20/01/2022,28,46.67,20/02/2022,29,48.33,20/03/2022,6,10.00,20/04/2022,8,13.33,20/05/2022,1,1.67,20/06/2022,15,25.00,20/07/2022,46,76.67,20/08/2022,30,50.00,20/09/2022,11,18.33,60,40,32.22,Fail
GL102021155,GL-B16,16,26/01/2022,26/02/2022,32,53.33,26/03/2022,28,46.67,26/04/2022,15,25.00,26/05/2022,39,65.00,26/06/2022,24,40.00,26/07/2022,44,73.33,26/08/2022,1,1.67,26/09/2022,17,28.33,26/10/2022,8,13.33,60,40,38.52,Fail
GL102021149,GL-B16,16,26/01/2022,26/02/2022,48,80.00,26/03/2022,21,35.00,26/04/2022,25,41.67,26/05/2022,53,88.33,26/06/2022,13,21.67,26/07/2022,41,68.33,26/08/2022,35,58.33,26/09/2022,57,95.00,26/10/2022,46,76.67,60,40,62.78,Pass
GL102021165,GL-B16,16,26/01/2022,26/02/2022,32,53.33,26/03/2022,60,100.00,26/04/2022,47,78.33,26/05/2022,41,68.33,26/06/2022,4,6.67,26/07/2022,1,1.67,26/08/2022,24,40.00,26/09/2022,36,60.00,26/10/2022,56,93.33,60,40,55.74,Pass
GL102021156,GL-B16,16,26/01/2022,26/02/2022,55,91.67,26/03/2022,26,43.33,26/04/2022,38,63.33,26/05/2022,36,60.00,26/06/2022,43,71.67,26/07/2022,52,86.67,26/08/2022,54,90.00,26/09/2022,58,96.67,26/10/2022,6,10.00,60,40,68.15,Pass
GL102021150,GL-B16,16,26/01/2022,26/02/2022,5,8.33,26/03/2022,1,1.67,26/04/2022,40,66.67,26/05/2022,34,56.67,26/06/2022,1,1.67,26/07/2022,6,10.00,26/08/2022,49,81.67,26/09/2022,49,81.67,26/10/2022,23,38.33,60,40,38.52,Fail
GL102021169,GL-B16,16,26/01/2022,26/02/2022,54,90.00,26/03/2022,11,18.33,26/04/2022,28,46.67,26/05/2022,7,11.67,26/06/2022,55,91.67,26/07/2022,28,46.67,26/08/2022,41,68.33,26/09/2022,25,41.67,26/10/2022,34,56.67,60,40,52.41,Pass
GL102021154,GL-B16,16,26/01/2022,26/02/2022,47,78.33,26/03/2022,3,5.00,26/04/2022,18,30.00,26/05/2022,14,23.33,26/06/2022,11,18.33,26/07/2022,2,3.33,26/08/2022,13,21.67,26/09/2022,42,70.00,26/10/2022,20,33.33,60,40,31.48,Fail
GL102021159,GL-B16,16,26/01/2022,26/02/2022,13,21.67,26/03/2022,21,35.00,26/04/2022,15,25.00,26/05/2022,53,88.33,26/06/2022,54,90.00,26/07/2022,37,61.67,26/08/2022,40,66.67,26/09/2022,25,41.67,26/10/2022,21,35.00,60,40,51.67,Pass
GL102021174,GL-B16,16,26/01/2022,26/02/2022,60,100.00,26/03/2022,16,26.67,26/04/2022,10,16.67,26/05/2022,52,86.67,26/06/2022,41,68.33,26/07/2022,44,73.33,26/08/2022,12,20.00,26/09/2022,45,75.00,26/10/2022,50,83.33,60,40,61.11,Pass
GL102021152,GL-B16,16,26/01/2022,26/02/2022,48,80.00,26/03/2022,27,45.00,26/04/2022,28,46.67,26/05/2022,14,23.33,26/06/2022,41,68.33,26/07/2022,52,86.67,26/08/2022,3,5.00,26/09/2022,47,78.33,26/10/2022,5,8.33,60,40,49.07,Fail
GL102021163,GL-B16,16,26/01/2022,26/02/2022,24,40.00,26/03/2022,16,26.67,26/04/2022,50,83.33,26/05/2022,39,65.00,26/06/2022,24,40.00,26/07/2022,6,10.00,26/08/2022,16,26.67,26/09/2022,25,41.67,26/10/2022,38,63.33,60,40,44.07,Fail
GL102021145,GL-B16,16,26/01/2022,26/02/2022,26,43.33,26/03/2022,32,53.33,26/04/2022,47,78.33,26/05/2022,56,93.33,26/06/2022,5,8.33,26/07/2022,60,100.00,26/08/2022,49,81.67,26/09/2022,13,21.67,26/10/2022,15,25.00,60,40,56.11,Pass
NA,GL-B16,16,26/01/2022,26/02/2022,6,10.00,26/03/2022,38,63.33,26/04/2022,28,46.67,26/05/2022,3,5.00,26/06/2022,53,88.33,26/07/2022,11,18.33,26/08/2022,39,65.00,26/09/2022,21,35.00,26/10/2022,49,81.67,60,40,45.93,Fail
GL102021146,GL-B16,16,26/01/2022,26/02/2022,50,83.33,26/03/2022,17,28.33,26/04/2022,8,13.33,26/05/2022,14,23.33,26/06/2022,58,96.67,26/07/2022,2,3.33,26/08/2022,21,35.00,26/09/2022,48,80.00,26/10/2022,8,13.33,60,40,41.85,Fail
NA,GL-B16,16,26/01/2022,26/02/2022,44,73.33,26/03/2022,33,55.00,26/04/2022,25,41.67,26/05/2022,27,45.00,26/06/2022,33,55.00,26/07/2022,23,38.33,26/08/2022,34,56.67,26/09/2022,39,65.00,26/10/2022,28,46.67,60,40,52.96,Pass
GL102021158,GL-B16,16,26/01/2022,26/02/2022,7,11.67,26/03/2022,60,100.00,26/04/2022,27,45.00,26/05/2022,24,40.00,26/06/2022,55,91.67,26/07/2022,45,75.00,26/08/2022,53,88.33,26/09/2022,26,43.33,26/10/2022,25,41.67,60,40,59.63,Pass
GL102021144,GL-B16,16,26/01/2022,26/02/2022,29,48.33,26/03/2022,21,35.00,26/04/2022,17,28.33,26/05/2022,44,73.33,26/06/2022,16,26.67,26/07/2022,57,95.00,26/08/2022,1,1.67,26/09/2022,24,40.00,26/10/2022,3,5.00,60,40,39.26,Fail
